Frequency (Hz),Angle of Arrival (degrees)
1501.3906608545253,158.0932785699597
114.44257613114584,165.50187962099432
242.5877049288812,148.164735697142
57.60953703178748,154.3914498399205
1470.7422096069886,153.70497715486846
1063.659016579496,170.5923436464664
699.5793255128301,143.87185807311076
334.96478566761573,142.66020376261255
1579.1263692910095,166.53576329773168
1102.282476704237,158.96921382456347
1834.4846224734945,163.23408742068304
1366.4912656916017,147.83211274933967
895.7032795323178,153.73606607569536
1746.1100852093264,166.13430809525002
1672.8457912051883,167.70792308447832
964.8323067183741,150.5757153650689
1413.2915455062082,155.71979606597878
919.2851102107848,148.21534597260774
1267.9005508495381,152.48626730724556
1600.4814397154692,155.58253165472144
436.10214231787614,181.34865850094408
1437.0619891463803,158.50986681156678
638.5964685688101,151.21960569698192
1240.9585950288915,145.93900756098182
398.92551308621137,180.07191922036648
203.59781523208736,169.2532429277302
1963.3202703923844,170.65912797624304
28.500881359891373,162.51792327077973
84.0575033947342,144.97091006562215
600.4910389462995,142.5186765729141
1943.7025329115104,129.96923162051823
1905.552064271244,150.61768672081126
863.0892216456722,140.86500288093214
1081.6245541716603,142.5237890296992
532.6647993286427,145.8268948469528
1131.6792201608198,157.21867028599314
747.0824350495657,170.11882609535093
133.45967322383302,157.6822772313194
1330.2835900149173,155.12812691111355
766.4406152052719,151.87076630761416
1396.7287280847431,165.5226454658244
1716.0756797767997,155.280046106822
833.0666822600746,138.81267194164462
668.9745160026712,150.47707926980127
1552.6540629833553,137.89801608237758
1881.4131215323882,172.7434408402099
317.1557545865425,182.09663254386183
574.666031927844,181.9772092952888
264.57814296315547,132.14341932537002
1998.2617842582847,184.32435017023215
508.7630692091337,166.19058623139074
1644.2368639587514,166.4857966583962
1520.0910177677342,140.01989450733674
1012.6524872821492,148.39963676282312
1788.2109154119617,162.98554572152563
874.1698224314744,155.67602292338802
984.6566409921764,141.34640676424328
459.1590236038816,148.04364983363814
366.45329759775206,45.34788802070731
1717.0255669707876,46.637894703809096
12.478159494473278,33.16459113573998
1265.3106479487103,36.114913435214746
1318.2204765136523,41.06050232214808
1542.6576178003395,35.63958222863216
1389.3609812900706,47.06630161234412
467.41620776529385,26.055353948381544
1924.3268008027376,28.453842663405183
939.1601451668053,32.45068339277207
377.08344348169504,31.80969943333215
824.1623548831391,41.044994333333875
1745.7048306706026,35.63083253902694
1809.8591195968545,17.041597909391314
139.81237240002875,44.883296756230834
1151.847451843596,44.41487290239393
1590.9787818920875,52.4250563406868
1786.7320594220607,42.50645904542935
1440.9758711241182,40.46989495339375
433.34778248565567,11.282656862780184
603.0779800599638,14.451933993514384
785.340562413021,51.06406656203203
1486.5102313805337,23.92949598881819
100.76556159803826,46.909158308244145
551.0409739603125,39.09440237488435
1618.1545689993934,39.05901571694117
710.9488614791006,53.861252886661184
267.8515867041593,61.65793562096562
70.52854597703086,57.17761770419924
1195.7093024541973,41.18340591831988
223.98493409240012,32.36107056185473
761.7084155182935,48.888225876762064
1005.8169629507344,34.53650259640553
1356.508421416869,38.14703862754069
659.4623361835628,38.267557227322825
514.1194920726065,27.740208832560178
686.7975490459019,45.97219112105337
883.0049425384836,39.96463222980803
1291.0556610038907,31.06996678160859
1831.908868744531,38.42924328096853
1036.6261159720234,63.53186559431987
1123.428326443022,51.98454055002773
624.9542828021155,46.16224700191023
179.9078530095161,35.09351044620605
339.4312992947699,66.6914122171657
1230.7444020518913,53.53741168475823
807.0916716423848,62.2013015379824
1948.6639165443648,56.152407907398754
1572.03383200401,36.94243110192358
1865.5181839037448,16.29541273637352
1173.6172090643377,31.2033526658836
1504.4436038709075,33.12879268784386
965.069817900352,36.62473279652923
1999.464225911748,13.236291880528428
84.45714518642919,-4.685161503172492
807.1778281773375,8.268576359121248
702.7205601594408,3.4552296715703896
1369.311695093862,-3.871112713034885
1474.1753364132437,-8.528064820118072
1085.3652286148986,5.07399114634844
1312.1306240818217,-14.483985379870512
1607.0845198181764,-14.996051188420672
199.6005170559829,-13.283387417945535
934.6653882801807,-14.019846506565397
827.3254472579949,2.6243457783822457
952.58040243531,6.192245911916636
